"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.1095,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.0738,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.7888,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.794,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.05166667,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.085,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.05,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.065,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.015,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.04,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.075,,
